DATE,CN,AMT,PN
20190201,5,135,-0.448069969813029
20190201,11,433,-0.448069969813029
20190201,5,22,-0.448069969813029
20190201,5,162,-0.448069969813029
20190201,11,162,-0.448069969813029
20190201,238,2307,-0.448069969813029
20190201,151,1544,-0.448069969813029
20190201,54,898,-0.448069969813029
20190201,16,233,-0.448069969813029
20190201,60,1104,-0.448069969813029
20190201,87,920,-0.448069969813029
20190201,81,1325,-0.448069969813029
20190201,11,146,-0.448069969813029
20190201,22,3387,-0.448069969813029
20190201,5,95,-0.448069969813029
20190201,157,2180,-0.448069969813029
20190201,211,2744,-0.448069969813029
20190201,70,700,-0.448069969813029
20190201,16,371,-0.448069969813029
20190201,22,411,-0.448069969813029
20190201,76,1376,-0.448069969813029
20190201,49,833,-0.448069969813029
20190201,38,1179,-0.448069969813029
20190201,38,539,-0.448069969813029
20190201,70,728,-0.448069969813029
20190201,22,335,-0.448069969813029
20190201,32,484,-0.448069969813029
20190201,27,298,-0.448069969813029
20190201,32,265,-0.448069969813029
20190201,43,657,-0.448069969813029
20190201,11,87,-0.448069969813029
20190201,16,286,-0.448069969813029
20190201,5,54,-0.448069969813029
20190201,22,187,-0.448069969813029
20190201,92,1539,-0.448069969813029
20190201,27,357,-0.448069969813029
20190201,5,68,-0.448069969813029
20190201,22,268,-0.448069969813029
20190201,16,254,-0.448069969813029
20190201,11,156,-0.448069969813029
20190201,22,763,-0.448069969813029
20190201,27,878,-0.448069969813029
20190201,5,784,-0.448069969813029
20190201,5,108,-0.448069969813029
20190201,5,91,-0.448069969813029
20190201,5,54,-0.448069969813029
20190201,5,162,-0.448069969813029
20190201,5,99,-0.448069969813029
20190201,11,111,-0.448069969813029
20190201,5,130,-0.448069969813029
20190201,5,216,-0.448069969813029
20190201,5,358,-0.448069969813029
20190201,16,773,-0.448069969813029
20190201,11,189,-0.448069969813029
20190201,5,114,-0.448069969813029
20190201,16,448,-0.448069969813029
20190201,5,76,-0.448069969813029
20190201,5,103,-0.448069969813029
20190201,11,75,-0.448069969813029
20190201,5,325,-0.448069969813029
20190201,5,857,-0.448069969813029
20190201,5,162,-0.448069969813029
20190201,11,325,-0.448069969813029
20190201,5,325,-0.448069969813029
20190201,11,2647,-0.448069969813029
20190201,5,258,-0.448069969813029
20190201,5,87,-0.448069969813029
20190201,5,26,-0.448069969813029
20190201,5,65,-0.448069969813029
20190201,27,473,-0.448069969813029
20190201,50,403,-0.448069969813029
20190201,27,196,-0.448069969813029
20190201,45,664,-0.448069969813029
20190201,18,271,-0.448069969813029
20190201,14,31,-0.448069969813029
20190201,18,368,-0.448069969813029
20190201,18,238,-0.448069969813029
20190201,9,154,-0.448069969813029
20190201,9,154,-0.448069969813029
20190201,23,332,-0.448069969813029
20190201,54,589,-0.448069969813029
20190201,32,363,-0.448069969813029
20190201,41,843,-0.448069969813029
20190201,41,535,-0.448069969813029
20190201,5,108,-0.448069969813029
20190201,36,474,-0.448069969813029
20190201,9,185,-0.448069969813029
20190201,5,57,-0.448069969813029
20190201,5,89,-0.448069969813029
20190201,9,497,-0.448069969813029
20190201,9,6305,-0.448069969813029
20190201,18,854,-0.448069969813029
20190201,5,145,-0.448069969813029
20190201,14,330,-0.448069969813029
20190201,5,118,-0.448069969813029
20190201,5,68,-0.448069969813029
20190201,5,131,-0.448069969813029
20190201,5,158,-0.448069969813029
20190201,81,787,-0.448069969813029
20190201,95,796,-0.448069969813029
20190201,41,445,-0.448069969813029
20190201,14,106,-0.448069969813029
20190201,36,963,-0.448069969813029
20190201,27,228,-0.448069969813029
20190201,32,457,-0.448069969813029
20190201,5,104,-0.448069969813029
20190201,14,1718,-0.448069969813029
20190201,68,958,-0.448069969813029
20190201,81,1434,-0.448069969813029
20190201,59,1547,-0.448069969813029
20190201,36,3136,-0.448069969813029
20190201,18,268,-0.448069969813029
20190201,36,818,-0.448069969813029
20190201,41,909,-0.448069969813029
20190201,5,136,-0.448069969813029
20190201,9,445,-0.448069969813029
20190201,5,15,-0.448069969813029
20190201,5,227,-0.448069969813029
20190201,5,362,-0.448069969813029
20190201,5,172,-0.448069969813029
20190201,9,149,-0.448069969813029
20190201,5,122,-0.448069969813029
20190201,14,349,-0.448069969813029
20190201,5,23,-0.448069969813029
20190201,5,118,-0.448069969813029
20190201,5,158,-0.448069969813029
20190201,14,276,-0.448069969813029
20190201,5,90,-0.448069969813029
20190201,5,2163,-0.448069969813029
20190201,5,136,-0.448069969813029
20190201,5,129,-0.448069969813029
20190201,5,27,-0.448069969813029
20190201,5,41,-0.448069969813029
20190201,5,190,-0.448069969813029
20190201,5,23,-0.448069969813029
20190201,9,208,-0.448069969813029
20190201,14,136,-0.448069969813029
20190201,5,90,-0.448069969813029
20190201,5,701,-0.448069969813029
20190201,5,158,-0.448069969813029
20190201,5,59,-0.448069969813029
20190201,5,158,-0.448069969813029
20190201,5,203,-0.448069969813029
20190201,5,90,-0.448069969813029
20190201,5,136,-0.448069969813029
20190201,9,139,-0.448069969813029
20190201,5,145,-0.448069969813029
20190201,9,146,-0.448069969813029
20190201,5,660,-0.448069969813029
20190201,5,493,-0.448069969813029
20190201,5,72,-0.448069969813029
20190201,14,77,-0.448069969813029
20190201,5,81,-0.448069969813029
20190201,5,433,-0.448069969813029
20190201,9,242,-0.448069969813029
20190201,5,45,-0.448069969813029
20190201,5,172,-0.448069969813029
20190201,5,1989,-0.448069969813029
20190201,9,194,-0.448069969813029
20190201,5,136,-0.448069969813029
20190201,9,203,-0.448069969813029
20190201,5,452,-0.448069969813029
20190201,9,375,-0.448069969813029
20190201,5,136,-0.448069969813029
20190201,5,366,-0.448069969813029
20190201,5,653,-0.448069969813029
20190201,43,2472,-0.448069969813029
20190201,27,1529,-0.448069969813029
20190201,65,4967,-0.448069969813029
20190201,49,3480,-0.448069969813029
20190201,32,1238,-0.448069969813029
20190201,27,3373,-0.448069969813029
20190201,11,665,-0.448069969813029
20190201,16,2037,-0.448069969813029
20190201,16,816,-0.448069969813029
20190201,60,2729,-0.448069969813029
20190201,70,6830,-0.448069969813029
20190201,49,3191,-0.448069969813029
20190201,43,2859,-0.448069969813029
20190201,32,2566,-0.448069969813029
20190201,27,1274,-0.448069969813029
