DATE,CN,PN
190201,4,0.29600413356508526
190201,2,0.29600413356508526
190201,2,0.29600413356508526
190201,1,0.29600413356508526
190201,1,0.29600413356508526
190201,2,0.29600413356508526
190201,2,0.29600413356508526
190201,1,0.29600413356508526
190201,3,0.29600413356508526
190201,3,0.29600413356508526
190201,1,0.29600413356508526
190201,2,0.29600413356508526
190201,2,0.29600413356508526
190201,4,0.29600413356508526
190201,3,0.29600413356508526
190201,3,0.29600413356508526
190201,2,0.29600413356508526
190201,1,0.29600413356508526
190201,1,0.29600413356508526
190201,1,0.29600413356508526
190201,1,0.29600413356508526
190201,1,0.29600413356508526
190201,6,0.29600413356508526
190201,1,0.29600413356508526
190201,1,0.29600413356508526
190201,1,0.29600413356508526
190201,1,0.29600413356508526
190202,1,0.29600413356508526
190202,1,0.29600413356508526
190202,1,0.29600413356508526
190202,1,0.29600413356508526
190202,1,0.29600413356508526
190202,1,0.29600413356508526
190203,1,0.29600413356508526
190206,4,0.29600413356508526
190206,2,0.29600413356508526
190206,1,0.29600413356508526
190206,11,0.29600413356508526
190206,6,0.29600413356508526
190206,1,0.29600413356508526
190206,4,0.29600413356508526
190206,14,0.29600413356508526
190206,4,0.29600413356508526
190206,9,0.29600413356508526
190206,7,0.29600413356508526
190206,3,0.29600413356508526
190206,2,0.29600413356508526
190206,4,0.29600413356508526
190206,6,0.29600413356508526
190206,6,0.29600413356508526
190206,2,0.29600413356508526
190206,10,0.29600413356508526
190206,2,0.29600413356508526
190206,6,0.29600413356508526
190206,3,0.29600413356508526
190206,7,0.29600413356508526
190206,5,0.29600413356508526
190206,6,0.29600413356508526
190206,3,0.29600413356508526
190206,1,0.29600413356508526
190206,4,0.29600413356508526
190206,2,0.29600413356508526
190206,1,0.29600413356508526
190206,5,0.29600413356508526
190206,9,0.29600413356508526
190206,9,0.29600413356508526
190206,2,0.29600413356508526
190206,2,0.29600413356508526
190206,4,0.29600413356508526
190206,1,0.29600413356508526
190206,5,0.29600413356508526
190206,1,0.29600413356508526
190206,2,0.29600413356508526
190206,4,0.29600413356508526
190206,10,0.29600413356508526
190206,1,0.29600413356508526
190206,4,0.29600413356508526
190206,7,0.29600413356508526
190206,3,0.29600413356508526
190206,4,0.29600413356508526
190206,4,0.29600413356508526
190206,1,0.29600413356508526
190206,8,0.29600413356508526
190206,2,0.29600413356508526
190206,8,0.29600413356508526
190206,1,0.29600413356508526
190206,9,0.29600413356508526
190206,7,0.29600413356508526
190206,3,0.29600413356508526
190206,1,0.29600413356508526
190206,4,0.29600413356508526
190206,6,0.29600413356508526
190206,7,0.29600413356508526
190206,1,0.29600413356508526
190206,9,0.29600413356508526
190206,2,0.29600413356508526
190207,19,0.29600413356508526
190207,67,0.29600413356508526
190207,42,0.29600413356508526
190207,14,0.29600413356508526
