,DATE,PN,CN,COVID
0,20190201,0.2960041335650817,34368,0
1,20190202,0.29600413356508143,46887,0
2,20190203,0.2960041335650817,42668,0
3,20190204,0.2960041335650819,40252,0
4,20190205,0.29600413356508315,29274,0
5,20190206,0.29600413356508204,39862,0
6,20190207,0.29600413356508193,29376,0
7,20190208,0.29600413356508193,30443,0
8,20190209,0.2960041335650814,42035,0
9,20190210,0.2960041335650818,39259,0
10,20190211,0.29600413356508193,30017,0
11,20190212,0.29600413356508204,30104,0
12,20190213,0.29600413356508193,29065,0
13,20190214,0.29600413356508204,28775,0
14,20190215,0.2960041335650818,30771,0
15,20190216,0.2960041335650813,42617,0
16,20190217,0.2960041335650817,41776,0
17,20190218,0.29600413356508204,28743,0
18,20190219,0.2960041335650819,27944,0
19,20190220,0.2960041335650818,28995,0
20,20190221,0.29600413356508193,28256,0
21,20190222,0.2960041335650817,31079,0
22,20190223,0.2960041335650813,45024,0
23,20190224,0.29600413356508165,44211,0
24,20190225,0.2960041335650818,31604,0
25,20190226,0.29600413356508176,31583,0
26,20190227,0.2960041335650817,31968,0
27,20190228,0.29600413356508143,34022,0
28,20190301,-0.03604235251744604,49758,0
29,20190302,-0.03604235251744615,51925,0
30,20190303,-0.03604235251744591,50288,0
31,20190304,-0.03604235251744582,32554,0
32,20190305,-0.03604235251744565,27154,0
33,20190306,-0.0360423525174456,26868,0
34,20190307,-0.03604235251744567,26986,0
35,20190308,-0.036042352517445794,31167,0
36,20190309,-0.0360423525174461,48225,0
37,20190310,-0.036042352517445864,43804,0
38,20190311,-0.036042352517445565,26429,0
39,20190312,-0.036042352517445565,24576,0
40,20190313,-0.03604235251744552,24808,0
41,20190314,-0.036042352517445565,25737,0
42,20190315,-0.03604235251744569,28955,0
43,20190316,-0.03604235251744612,47276,0
44,20190317,-0.036042352517445884,43719,0
45,20190318,-0.036042352517445565,25585,0
46,20190319,-0.03604235251744562,26230,0
47,20190320,-0.03604235251744548,23092,0
48,20190321,-0.03604235251744554,26315,0
49,20190322,-0.03604235251744583,31015,0
50,20190323,-0.036042352517446086,43928,0
51,20190324,-0.036042352517445884,43291,0
52,20190325,-0.03604235251744567,25807,0
53,20190326,-0.03604235251744562,24441,0
54,20190327,-0.03604235251744567,25422,0
55,20190328,-0.03604235251744567,24981,0
56,20190329,-0.03604235251744575,30440,0
57,20190330,-0.03604235251744605,44332,0
58,20190331,-0.03604235251744582,41674,0
59,20190401,0.3428010770252813,25639,0
60,20190402,0.34280107702528106,24892,0
61,20190403,0.3428010770252813,24711,0
62,20190404,0.3428010770252813,25609,0
63,20190405,0.34280107702528145,30680,0
64,20190406,0.34280107702528184,46250,0
65,20190407,0.3428010770252816,41783,0
66,20190408,0.3428010770252811,24027,0
67,20190409,0.34280107702528084,21193,0
68,20190410,0.3428010770252809,24555,0
69,20190411,0.34280107702528123,26727,0
70,20190412,0.3428010770252816,30856,0
71,20190413,0.3428010770252819,44982,0
72,20190414,0.3428010770252816,41258,0
73,20190415,0.34280107702528123,27334,0
74,20190416,0.3428010770252812,25477,0
75,20190417,0.3428010770252811,26425,0
76,20190418,0.34280107702528106,26277,0
77,20190419,0.3428010770252814,30407,0
78,20190420,0.34280107702528184,44313,0
79,20190421,0.3428010770252816,41072,0
80,20190422,0.34280107702528123,26493,0
81,20190423,0.3428010770252812,24594,0
82,20190424,0.3428010770252813,26849,0
83,20190425,0.34280107702528106,25413,0
84,20190426,0.3428010770252816,31764,0
85,20190427,0.342801077025282,50047,0
86,20190428,0.3428010770252816,43141,0
87,20190429,0.34280107702528106,25986,0
88,20190430,0.3428010770252816,30462,0
89,20190501,0.7659961325781588,39518,0
90,20190502,0.7659961325781593,31538,0
91,20190503,0.7659961325781591,36179,0
92,20190504,0.7659961325781586,50609,0
93,20190505,0.7659961325781591,53649,0
94,20190506,0.7659961325781588,45152,0
95,20190507,0.7659961325781597,27308,0
96,20190508,0.7659961325781598,25309,0
97,20190509,0.7659961325781596,26863,0
98,20190510,0.7659961325781593,32513,0
99,20190511,0.7659961325781587,49071,0
100,20190512,0.7659961325781595,46834,0
101,20190513,0.76599613257816,26291,0
102,20190514,0.76599613257816,26172,0
103,20190515,0.7659961325781596,29346,0
104,20190516,0.7659961325781599,27493,0
105,20190517,0.7659961325781595,32306,0
106,20190518,0.7659961325781586,46255,0
107,20190519,0.7659961325781591,40645,0
108,20190520,0.7659961325781598,27112,0
109,20190521,0.7659961325781601,26642,0
110,20190522,0.7659961325781597,26730,0
111,20190523,0.7659961325781598,26625,0
112,20190524,0.7659961325781592,32977,0
113,20190525,0.7659961325781585,48994,0
114,20190526,0.7659961325781593,45949,0
115,20190527,0.7659961325781603,23912,0
116,20190528,0.7659961325781598,26983,0
117,20190529,0.7659961325781597,26542,0
118,20190530,0.7659961325781598,25960,0
119,20190531,0.7659961325781591,31703,0
120,20200201,0.7704757792608979,42024,0
121,20200202,0.7704757792608989,38700,2
122,20200203,0.7704757792608992,27006,15
123,20200204,0.7704757792608998,26493,0
124,20200205,0.7704757792608995,27073,18
125,20200206,0.7704757792608993,27118,23
126,20200207,0.7704757792608988,31402,24
127,20200208,0.7704757792608984,40518,24
128,20200209,0.7704757792608989,38838,27
129,20200210,0.7704757792608992,31673,27
130,20200211,0.7704757792608989,30895,28
131,20200212,0.7704757792608994,28869,28
132,20200213,0.7704757792608989,31798,28
133,20200214,0.7704757792608985,36209,28
134,20200215,0.7704757792608979,47235,28
135,20200216,0.7704757792608986,40654,29
136,20200217,0.7704757792608993,27475,30
137,20200218,0.7704757792608995,28441,31
138,20200219,0.7704757792608999,26827,51
139,20200220,0.7704757792609003,25543,104
140,20200221,0.7704757792609007,25630,204
141,20200222,0.7704757792609006,30735,433
142,20200223,0.7704757792609014,27838,602
143,20200224,0.7704757792609024,19623,833
144,20200225,0.7704757792609024,18480,893
145,20200226,0.7704757792609024,18390,1261
146,20200227,0.7704757792609016,19309,1766
147,20200228,0.7704757792609019,19169,2337
148,20200301,0.7231104969978333,23121,3736
149,20200302,0.7231104969978333,18953,4212
150,20200303,0.7231104969978333,20162,4812
