DATE,PN,CN,COVID
200225,-0.12741482257843018,8625,893
200226,-0.12741482257843018,7434,1261
200227,-0.12741482257843018,8577,1766
200228,-0.12741482257843018,6829,2337
200301,0.147635733539408,2868,3736
200302,0.147635733539408,10329,4212
200303,0.147635733539408,8303,4812
200304,0.147635733539408,7891,5328
200305,0.147635733539408,8200,5766
200306,0.147635733539408,7993,6284
200307,0.147635733539408,2865,6767
200308,0.147635733539408,3415,7134
200309,0.147635733539408,9926,7382
200310,0.147635733539408,8066,7513
200311,0.147635733539408,7534,7755
200312,0.147635733539408,7357,7869
200313,0.147635733539408,6599,7979
200314,0.147635733539408,2521,8086
200315,0.147635733539408,3373,8162
200316,0.147635733539408,9617,8236
200317,0.147635733539408,8610,8320
200318,0.147635733539408,8645,8413
200319,0.147635733539408,8322,8565
200320,0.147635733539408,7350,8652
200321,0.147635733539408,3578,8799
200322,0.147635733539408,3035,8897
200323,0.147635733539408,9700,8961
200324,0.147635733539408,8878,9037
200325,0.147635733539408,8017,9137
200326,0.147635733539408,7706,9241
200327,0.147635733539408,7572,9332
200328,0.147635733539408,2707,9478
200329,0.147635733539408,2490,9583
200330,0.147635733539408,9786,9661
200331,0.147635733539408,8083,9786
200401,0.4357945223649339,7071,9887
200402,0.4357945223649339,7886,9976
200403,0.4357945223649339,6694,10062
200404,0.4357945223649339,2060,10156
200405,0.4357945223649339,2450,10237
200406,0.4357945223649339,8949,10284
200407,0.4357945223649339,8456,10331
200408,0.4357945223649339,9641,10384
200409,0.4357945223649339,6324,10423
200410,0.4357945223649339,5965,10450
200411,0.4357945223649339,1991,10480
200412,0.4357945223649339,2250,10512
200413,0.4357945223649339,8679,10537
200414,0.4357945223649339,8684,10564
200415,0.4357945223649339,843,10591
200416,0.4357945223649339,9920,10613
200417,0.4357945223649339,6671,10635
200418,0.4357945223649339,2293,10653
200419,0.4357945223649339,2095,10661
200420,0.4357945223649339,9397,10674
200421,0.4357945223649339,7269,10683
200422,0.4357945223649339,6751,10694
200423,0.4357945223649339,7524,10702
200424,0.4357945223649339,7612,10708
200425,0.4357945223649339,1772,10718
200426,0.4357945223649339,2446,10728
200427,0.4357945223649339,9236,10738
200428,0.4357945223649339,7947,10752
200429,0.4357945223649339,7042,10761
200430,0.4357945223649339,686,10765
200501,0.14210561513900766,7884,10774
200502,0.14210561513900766,7390,10780
200503,0.14210561513900766,7018,10793
200504,0.14210561513900766,16946,10801
200505,0.14210561513900766,1418,10804
200506,0.14210561513900766,18772,10806
200507,0.14210561513900766,13868,10810
200508,0.14210561513900766,10900,10822
200509,0.14210561513900766,3186,10840
200510,0.14210561513900766,4446,10874
200511,0.14210561513900766,14910,10909
200512,0.14210561513900766,12150,10936
200513,0.14210561513900766,10852,10962
200514,0.14210561513900766,10970,10991
200515,0.14210561513900766,10266,11018
200516,0.14210561513900766,3466,11037
200517,0.14210561513900766,3632,11050
200518,0.14210561513900766,15394,11065
200519,0.14210561513900766,13246,11078
200520,0.14210561513900766,10964,11110
200521,0.14210561513900766,11064,11122
200522,0.14210561513900766,11620,11142
200523,0.1421056151390076,2886,11165
200524,0.14210561513900766,4496,11190
200525,0.14210561513900766,17922,11206
200526,0.14210561513900766,13564,11225
200527,0.14210561513900766,14044,11265
200528,0.14210561513900766,13312,11344
200529,0.14210561513900766,12310,11402
200530,0.14210561513900766,2098,11441
200531,0.14210561513900766,4560,11468
