DATE,CN,PN
190201,16,-0.448069969813029
190201,6,-0.448069969813029
190201,25,-0.448069969813029
190201,28,-0.448069969813029
190201,21,-0.448069969813029
190201,32,-0.448069969813029
190201,27,-0.448069969813029
190201,59,-0.448069969813029
190201,38,-0.448069969813029
190201,4,-0.448069969813029
190201,16,-0.448069969813029
190201,8,-0.448069969813029
190201,49,-0.448069969813029
190201,18,-0.448069969813029
190201,13,-0.448069969813029
190201,43,-0.448069969813029
190201,48,-0.448069969813029
190201,24,-0.448069969813029
190201,30,-0.448069969813029
190201,12,-0.448069969813029
190201,50,-0.448069969813029
190201,25,-0.448069969813029
190201,21,-0.448069969813029
190201,36,-0.448069969813029
190201,70,-0.448069969813029
190201,46,-0.448069969813029
190201,33,-0.448069969813029
190201,59,-0.448069969813029
190201,53,-0.448069969813029
190201,41,-0.448069969813029
190201,45,-0.448069969813029
190201,13,-0.448069969813029
190201,32,-0.448069969813029
190201,48,-0.448069969813029
190201,43,-0.448069969813029
190201,38,-0.448069969813029
190201,56,-0.448069969813029
190201,114,-0.448069969813029
190201,10,-0.448069969813029
190201,22,-0.448069969813029
190201,26,-0.448069969813029
190201,43,-0.448069969813029
190201,92,-0.448069969813029
190201,20,-0.448069969813029
190201,36,-0.448069969813029
190201,9,-0.448069969813029
190201,46,-0.448069969813029
190201,32,-0.448069969813029
190201,73,-0.448069969813029
190201,17,-0.448069969813029
190201,12,-0.448069969813029
190201,36,-0.448069969813029
190201,36,-0.448069969813029
190201,44,-0.448069969813029
190201,18,-0.448069969813029
190201,69,-0.448069969813029
190201,14,-0.448069969813029
190201,20,-0.448069969813029
190201,13,-0.448069969813029
190201,63,-0.448069969813029
190201,26,-0.448069969813029
190201,16,-0.448069969813029
190201,27,-0.448069969813029
190201,34,-0.448069969813029
190201,82,-0.448069969813029
190201,64,-0.448069969813029
190201,9,-0.448069969813029
190201,55,-0.448069969813029
190201,30,-0.448069969813029
190202,1,-0.448069969813029
190202,1,-0.448069969813029
190202,1,-0.448069969813029
190202,1,-0.448069969813029
190202,1,-0.448069969813029
190202,1,-0.448069969813029
190202,2,-0.448069969813029
190202,1,-0.448069969813029
190202,1,-0.448069969813029
190203,1,-0.448069969813029
190203,1,-0.448069969813029
190203,1,-0.448069969813029
190203,1,-0.448069969813029
190203,1,-0.448069969813029
190203,1,-0.448069969813029
190203,1,-0.448069969813029
190204,1,-0.448069969813029
190206,46,-0.448069969813029
190206,45,-0.448069969813029
190206,35,-0.448069969813029
190206,80,-0.448069969813029
190206,57,-0.448069969813029
190206,84,-0.448069969813029
190206,201,-0.448069969813029
190206,174,-0.448069969813029
190206,93,-0.448069969813029
190206,94,-0.448069969813029
190206,52,-0.448069969813029
190206,52,-0.448069969813029
190206,72,-0.448069969813029
190206,93,-0.448069969813029
190206,36,-0.448069969813029
190206,5,-0.448069969813029
190206,54,-0.448069969813029
190206,74,-0.448069969813029
190206,105,-0.448069969813029
190206,62,-0.448069969813029
190206,13,-0.448069969813029
190206,84,-0.448069969813029
190206,33,-0.448069969813029
190206,73,-0.448069969813029
190206,46,-0.448069969813029
190206,48,-0.448069969813029
190206,19,-0.448069969813029
190206,116,-0.448069969813029
190206,50,-0.448069969813029
190206,11,-0.448069969813029
190206,139,-0.448069969813029
190206,43,-0.448069969813029
190206,143,-0.448069969813029
190206,23,-0.448069969813029
190206,52,-0.448069969813029
190206,26,-0.448069969813029
190206,100,-0.448069969813029
190206,37,-0.448069969813029
190206,74,-0.448069969813029
190206,32,-0.448069969813029
190206,34,-0.448069969813029
190206,99,-0.448069969813029
190206,28,-0.448069969813029
190206,19,-0.448069969813029
190206,79,-0.448069969813029
190206,28,-0.448069969813029
190206,24,-0.448069969813029
190206,29,-0.448069969813029
190206,42,-0.448069969813029
190206,156,-0.448069969813029
190206,43,-0.448069969813029
190206,52,-0.448069969813029
190206,81,-0.448069969813029
190206,103,-0.448069969813029
190206,51,-0.448069969813029
190206,115,-0.448069969813029
190206,69,-0.448069969813029
190206,42,-0.448069969813029
190206,41,-0.448069969813029
190206,76,-0.448069969813029
190206,17,-0.448069969813029
